title,price,localisation,type d'immobilier,nb_pieces,nb_salle_de_bain,scraping_date,annonceur,link,description,site,date,superficie_m2,grappe,region,ville,commune,quartier,Avec_eau,Avec_electricite,Materiaux_en_dur,Toilettes_internes,cours_commune,quartier_chic,nb_pieces_classe,code_var 2014,wifi,jardin,meubler,climatisation,garage,balcon,sécuriser,étage,parking,douche,séjour,équiper,placard,salle,manger,bureau,piscine,gardien,électrogène,four,cinéma,ascenseur,double vitrage,terrasse,toilette,buanderie,chauffe,cuisine,bord_de_mer,forêt,parc,montagne,rivière,lac,zone_commerciale,pharmacie,restaurant,bar,ambassade,école,hôpital,commodités,externalités_naturelles,externalités_artificielles
bel appartement 4 pièces à louer à angré cité cnps(location),550000.0,cocody angré cité cnps,appartement,4,3,2024-06-06 16:27:07,yoro         cyrille,https://annonces.abidjan.net/immobiliers/12954/details/bel-appartement-4-pieces-a-louer-a-angre-cite-cnps,nous mettons en location un bel appartement 4 pièces à cocody angre 8e tranche dans la cité cnps au rez-de-chaussée avec pour commodités:- 3 belles chambres- 1 wc visiteur- 1 grande cuisine- 1 belle terrasse- 1 piscine commune- plusieurs airs de jeuxloyer 550000/mois0707565354/0101162782,annonces.abidjan.net,2024-06-06,200.0,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement haut standing mbadon 4pcs(location),1600000.0,cocody riviera mbadon,appartement,4,5,2024-06-06 16:28:05,adou         sonia,https://annonces.abidjan.net/immobiliers/12847/details/appartement-haut-standing-mbadon-4pcs,"residence alta gracia situé à la cocody riviera 4 m'badon, un immeuble de r+4 contenant 14 appartements de 3 et 4 pièces de haut standing, non meublés et meublés.le bâtiment est équipé d'un groupe électrogène, surpresseur d'eau,1 ascenseurs, une conciergerie, parking souterrain, salle de sport, salle de jeux, hall d'entrée aménagé, piscine commune, jardin accessible pour des barbecues. la cuisine est équipée  d'une machine a laver, une machine a sécher, lave vaisselle, réfrigérateur, gazinière.",annonces.abidjan.net,2024-06-06,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
appartement de 3 pieces(location),230000.0,riviera faya abidjan riviera faya playce,appartement,3,,2024-06-06 16:30:31,bohe,https://annonces.abidjan.net/immobiliers/12700/details/appartement-de-3-pieces,en location du côté de faya playce joli appartement de 3 pièces 3 salles d'eau au premier étage venez vite   nouvelle construction un grand balcon   et un grand salon 230 000 visite possible avec les frais  sur rendez-vous  cel : 58336338/45887717/72946017,annonces.abidjan.net,2024-06-06,,abidjan,abidjan,abidjan,cocody,faya,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
duplex de 4 pieces(location),350000.0,abobo abidjan feh kessé cité promogim,duplex,4,,2024-06-06 16:30:35,bohe,https://annonces.abidjan.net/immobiliers/12699/details/duplex-de-4-pieces,"en location du côté de (fhé kessé, cité promogim, cité bitumée sécurisée) une belle villa duplex de 4 pièces nouvelle construction, se présentant comme suit : facilité d'accès  un garage deux 3 véhicules un grand salon  3 grandes chambres avec placard, dont 3 autonomes. une salle d'eau centrée loyer :350. 000 x 5 (2-2-1) frais de visite : 5000 cel : 58336338/45887717/72946017",annonces.abidjan.net,2024-06-06,,abidjan,abidjan,abidjan,abobo,,1,1,1,1,0,0,4 pièces et plus,401000006,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
appartement a louer(location),1300000.0,koumassi abidjan/ bietry,appartement,4,,2024-06-06 16:31:45,staabatimmobilier,https://annonces.abidjan.net/immobiliers/12646/details/appartement-a-louer,"appartement de 4 pièces équipé de splits, situé au 5ème étage d'un immeuble de standing (avec ascenseur et piscine) sur le boulevard de marseille à proximité du collège notre-dame d'afrique, composé de 3 chambres avec rangements dont 2 autonomes (avec leurs salles d'eau), d'un double-séjour, d'une cuisine semi équipée, d'un balcon (avec vue sur piscine)",annonces.abidjan.net,2024-06-06,,abidjan,abidjan,abidjan,koumassi,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
plusieurs beau appartement de 3 pieces(location),235000.0,abidjan cocody abbata appartements,appartement,3,,2024-06-06 16:32:10,memel,https://annonces.abidjan.net/immobiliers/12633/details/plusieurs-beau-appartement-de-3-pieces,"ekam immobiliertres belle immeuble neuf  cite marina  route de bingerville  3 pieces 235 000 fcfa  studio  105 000 fcfa + 225 08 42 47 14 / 01 21 71 21 3mn de la voie principale aere, eclaire,spacieux,  acces facile securite garantie bon voisinage",annonces.abidjan.net,2024-06-06,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement 3 pieces a louer(location),200000.0,06881032 appartements,appartement,3,,2024-06-06 16:33:08,kokora,https://annonces.abidjan.net/immobiliers/12593/details/appartement-3-pieces-a-louer,appartement 03 pièces a louer localisation........................ nouveau goudron route abatta  commodités: -un grand salon -une salle a manger -un balcon -une cuisine -02 douches -une cour avant et arrière au rez de chausse modalité : 05 mois loyer 3 pièces : 200.000 ✓contacts  +225 06 88 10 32 ( service commercial),annonces.abidjan.net,2024-06-06,,abidjan,abidjan,abidjan,cocody,abatta,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
appartement de 03 pieces  en location(location),2200000.0,06881032 appartements,appartement,3,,2024-06-06 16:35:14,gbebe,https://annonces.abidjan.net/immobiliers/12511/details/appartement-de-03-pieces-en-location,appartement neuf à louer cocody riviera faya a côté de l'église catholique des lauriers. en face du supermarché playce /carrefour   2 chambres salon (3 pieces) grand salon avec balcon 3 douches  balcon dans chaque chambre  cuisine avec buanderie  baie vitrée salon sortie des balcons en vitre porte des douches en vitre  chauffe eau inter-phone  service de gardiennage 24h/24parking interne et externe,annonces.abidjan.net,2024-06-06,,abidjan,abidjan,abidjan,cocody,faya,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
appartement a loouer de 04 pieces(location),280000.0,06881032 appartements,appartement,4,,2024-06-06 16:35:48,gbebe,https://annonces.abidjan.net/immobiliers/12500/details/appartement-a-loouer-de-04-pieces,appartement neuf à louer cocody riviera faya a côté de l'église catholique des lauriers. en face du supermarché playce /carrefour 2 chambres salon (3 pieces)grand salon avec balcon3 douches  balcon dans chaque chambre cuisine avec buanderie baie vitrée salonsortie des balcons en vitreporte des douches en vitre  chauffe eauinter-phoneservice de gardienage 24h/24parking interne et externe,annonces.abidjan.net,2024-06-06,,abidjan,abidjan,abidjan,cocody,faya,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
appartement de 03 piece en location(location),280000.0,06881032 appartements,appartement,3,,2024-06-06 16:36:07,gbebe,https://annonces.abidjan.net/immobiliers/12492/details/appartement-de-03-piece-en-location,https://www.facebook.com/centuryonegroupcisarl/ appartement neuf à louer  cocody riviera faya a côté de l'église catholique des lauriers. en face du supermarché playce /carrefour  2 chambres salon (3 pieces) grand salon avec balcon 3 douches  balcon dans chaque chambre  cuisine avec buanderie  baie vitrée salon sortie des balcons en vitre porte des douches en vitre  chauffe eau inter-phone service de gardienage 24h/24 parking interne et externe  livraison : fin août   loyer : 280 000 fcfa contact : +225 08933371 / +225 05658180  centuryonegroup@gmail.com https://www.facebook.com/centuryonegroupcisarl/,annonces.abidjan.net,2024-06-06,,abidjan,abidjan,abidjan,cocody,faya,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
appartement de 03 pieces a louer(location),200000.0,06881032 appartements,appartement,3,,2024-06-06 16:36:10,gbebe,https://annonces.abidjan.net/immobiliers/12489/details/appartement-de-03-pieces-a-louer,"century one group ci- sarl construction : immobilier et belle nature 16 janvier, 15:46 ·           appartement 03 pièces a louer n.b: nouvelle construction localisation........................ nouveau goudron route abatta  commodités: -un grand salon -une salle a manger -un balcon -une cuisine -02 douches -une cour avant et arrière au rez de chausse modalité : 05 mois",annonces.abidjan.net,2024-06-06,,abidjan,abidjan,abidjan,cocody,abatta,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
villa duplex a louer cocody riviera 2,1500000.0,,duplex,4,4,2024-06-06 09:59:11,,https://annonces-immobilieres-cote-ivoire.com/annonces-immobilieres/villa-duplex-a-louer-cocody-riviera-2/,"description    location   👉cocody riviera 2   villa duplex de 05 pièces   composée de:   1 séjour et une salle a manger   04 chambres autonomes ( split+dressing+salle d’eau )   une cuisine , une terrasse , une.cour arrière , une dépendance , un garage de 02 voitures une guérite et un immense jardin .   des volets roulant au baie vitrée   loyer : 1 500 000 fcfa /mois   0141066484référence 15392  prix                                                                          1.500.000 fcfa                                                                       type d'annonce duplex et triplex   statut de l'annonce location   pièces 5   chambres 4   salles de bains 4   étiquette location annuelle   salon 1   salle à manger 1   cuisine 1   magasin de   balcon / terasse 1   annexes de   salle de gym de   jardin 1   piscine de   dimensions du terrain de",annonces-immobilieres-cote-ivoire.com,2024-06-06,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000006,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
appartement à louer à la rivera abatta carrefour bceao,240000.0,,appartement,2,2,2024-06-06 09:59:23,ncho50,https://annonces-immobilieres-cote-ivoire.com/annonces-immobilieres/appartement-a-louer-a-la-rivera-abatta-carrefour-bceao/,"description   appartement à louer à la rivera abatta carrefour bceao 240 000 fcf   caractéristiques:    un appartement de 3 pcs situé dans un immeuble au deuxième étage.   un salon. un balcon. une cuisine. deux chambres dont une autonome. une douche visiteur. services à proximité: taxi,commerces,bus,crèche,école primaire,école secondaire.    conditions: 5 mois nb: pas de frais de visite   numéro de téléphone (whatsapp): 05-02-18-06-62référence 15280  prix                                                                          240.000 fcfa                                                                       type d'annonce appartement   statut de l'annonce location   pièces 3   chambres 2   salles de bains 2   surface 150 m2   surface du terrain 500 m2   étiquette location annuelle   salon 1   salle à manger 1   cuisine 1   balcon / terasse 1",annonces-immobilieres-cote-ivoire.com,2024-06-06,150.0,abidjan,abidjan,abidjan,cocody,abatta,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
un appartement de 4 pièces à louer à cocody ambassade,3000000.0,,villa,4,,2024-06-06 10:01:12,dunamisgroupsarl,https://annonces-immobilieres-cote-ivoire.com/annonces-immobilieres/un-appartement-de-4-pieces-a-louer-a-cocody-ambassade/,"description   un appartement de 4 pièces à louer à cocody ambassade. dunamis group sarl a le plaisir de vous présenter cet agréable appartement situé au rez-de-chaussée d’une villa dans la commune de cocody ambassade. le bien est logé dans une concession et bénéficie de son entrée privative comme une petite maison. idéalement situé et sécurisé à l’abri des bruits et des regards, à distance de marche de toutes les facilités commerces, moyens de transports, écoles…) et proche de galerie studer. il se compose comme suit : un hall d’entrée, lumineux séjour-salle à manger avec une agréable vue grâce aux baies vitrées donnant sur une terrasse avec une piscine privé, deux cuisines dont une semi-équipée, une buanderie, une belle chambre avec un dressing et une salle de bain (baignoire, meuble lavabo et wc). deux chambres secondaires et autonomes. a l’extérieur, l’appartement dispose d’un garage privé. superbe opportunité en plein centre de notre jolie commune libre immédiatement pour toute question ou pour une visite, n’hésitez pas à nous contacter, le commerciale se fera un plaisir de vous renseigner. conditions : loyer : 3 millions f cfa caution : 2 mois avance : 2 mois honoraire : 1 moisréférence 14778  prix                                                                          3.000.000 million  fcfa                                     / mois    type d'annonce appartement   statut de l'annonce location   étiquette non meublé",annonces-immobilieres-cote-ivoire.com,2024-06-06,,abidjan,abidjan,abidjan,cocody,ambassade,1,1,1,1,0,1,4 pièces et plus,401000010,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
appartement meuble f3 haut standing en location a marcory champroux,850000.0,,appartement,3,,2024-06-06 10:02:19,perfectorimmobilier ci,https://annonces-immobilieres-cote-ivoire.com/annonces-immobilieres/appartement-meuble-f3-haut-standing-en-location-a-marcory-champroux/,"description    appartement meuble f3 haut standing en location a marcory champroux. perfector immobilier côte d’ivoire met en location un appartement f3 meublé de type haut standing situé à marcory champoux à quelques mètres du centre commercial playce marcory et non loin du collège berethe. il se trouve sur un immeuble luxueux équipé d’un ascenseur, gardien, climatiseur dans toutes les chambres et le salon. le client vient uniquement avec sa valise car toutes les commodités sont à sa disposition.   ce magnifique appartement est constitué de 3 pièces au total : – 02 chambres ; – 02 salles de bains ; – 01 salon spacieux avec salle à manger ; – 01 cuisine entièrement équipée 03 climatiseurs.   ref : pft-p-as-149 superficie : 75 m² caution : 2 mois avance : 2 mois prestation : 1 moisréférence 13831  prix                                                                          850.000 fcfa                                                                       type d'annonce appartement   statut de l'annonce location   étiquette titre foncier",annonces-immobilieres-cote-ivoire.com,2024-06-06,,abidjan,abidjan,abidjan,marcory,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
appartement a louer a cocody riviera palmeraie triangle,300000.0,,appartement,3,,2024-06-06 10:02:22,daniel,https://annonces-immobilieres-cote-ivoire.com/annonces-immobilieres/appartement-a-louer-a-cocody-riviera-palmeraie-triangle/,description   a louer appartement  3 pieces au 3 eme etage a cocody a la riviera palmeraie triangle toutes les chambres sont autonomes avec toilettes visiteurs avec baie vitree conditions 2mois de caution /2mois avance et un mois pour l agence qui gere la maison telephone 0101079032référence 13802  prix                                                                          300.000 mille  fcfa                                     / mois    type d'annonce appartement   statut de l'annonce location   salon 1,annonces-immobilieres-cote-ivoire.com,2024-06-06,,abidjan,abidjan,abidjan,cocody,palmeraie,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
belle villa de vacances 3 pieces meublee a louer – abidjan yopougon,55000.0,,villa,3,2,2024-06-06 10:02:29,beugre georges,https://annonces-immobilieres-cote-ivoire.com/annonces-immobilieres/belle-villa-de-vacances-3-pieces-meublee-a-louer-abidjan-yopougon/,"description   a louer abidjan yopougon : belle villa de vacances 3 pieces meublee moins cher. yopougon, cité cie, non loin de la pâtisserie flora. studios, appartements 2 pièces et villa 3 pièces à louer pour court et long séjour. à partir de 15000f/jr (00225) 2723469918 – 0709616625 contact skype : rgcabidjan contact skype : rgcoletteréférence 13737  prix                                                                          55.000 mille  fcfa                                                                       type d'annonce résidence, villa   statut de l'annonce location   pièces 03   chambres 02   salles de bains 02   surface 130 m2   surface du terrain 130 m2   étiquette meublé   salon 01   cuisine 01",annonces-immobilieres-cote-ivoire.com,2024-06-06,130.0,abidjan,abidjan,abidjan,yopougon,,1,1,1,1,0,0,2 et 3 pièces,401000011,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
studio americain a louer au 2 plateau(location),125000.0,cocody cocody 2 plateaux sococé,studio,1,,2024-06-07 08:37:11,ivilex immo,https://annonces.abidjan.net/immobiliers/12169/details/studio-americain-a-louer-au-2-plateau,"studio américain à louer au 2 plateaux non loin de sococé dans un immeuble sécurisé. loyer : 125 000 fcfa conditions : 5 mois ( 3 mois de caution, 2 mois d'avance) et frais d'agence 70 000 fcfa visite possible sur rdv ferme droit de visite : 5000 fcfa contacts : 77 29 61 55 / 58 87 18 70",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,1 pièce,401000008,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
studio a sanon(location),70000.0,cocody 2 plateaux sanon,studio,1,,2024-06-07 08:38:42,lc,https://annonces.abidjan.net/immobiliers/12106/details/studio-a-sanon,"a louer a sanon, appartement non meublé.cet appartement est non loin de opera- 1 entrée (6,61m²)- 1 salon - 1 cuisine - 1 chambre- 1 salle d'eau - 1 couloir - 1 garage- 1 gardienconditions de location : 3 mois de caution et 3 mois de loyer d’avance.",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,1 pièce,401000008,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
grand appartement de 3 pièces de très bon standing à yopougon maroc(location),120000.0,yopougon maroc appartements,appartement,3,,2024-06-07 08:39:11,constant,https://annonces.abidjan.net/immobiliers/12084/details/grand-appartement-de-3-pieces-de-tres-bon-standing-a-yopougon-maroc,"très grand appartement situé à yop maroc presque en bordure de voie avec grand salon, 2 chambres spacieuses et autonomes, 3 salles de bain, cuisine grande 2 balcons au 2ème étage.prix: 120 000 f cfa; conditions: 3 mois caution 2 mois avance et 1 mois agence",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,yopougon,maroc,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement de 3 pièces(location),180000.0,cocody riviera faya,appartement,3,,2024-06-07 08:39:22,constant,https://annonces.abidjan.net/immobiliers/12080/details/appartement-de-3-pieces,très beau appartement de 3 pièces à louer dans un nouveau immeuble à faya génie 2000 carrefour nouveau camp doté de- d'un grand balcon avant avec wc visiteur- 2 chambres autonomes-1 salon-1 cuisine  loyer 180.000 conditions 6 mois  visite gratuite sur rdv,annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,faya,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
studio(location),100000.0,cocody à angré,studio,1,,2024-06-07 08:47:30,okehi,https://annonces.abidjan.net/immobiliers/11868/details/studio,"location d,un nouveau studio à louer à angré chateau le cadre paisible et agréable  les conditions: 2 mois de cautions, 1 mois d,avance et 1 mois d,agence. 100000 frcs/mois l,immeuble est bien sécurisé. cel:48918058 ou 55684833 nb:les agents immobiliers doivent s,abstenir",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,1 pièce,401000008,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement de 2 pièces(location),170000.0,cocody angré 9 ème tranche,appartement,2,,2024-06-07 08:47:39,okehi,https://annonces.abidjan.net/immobiliers/11865/details/appartement-de-2-pieces,"location d'un appartement de 2 pièces de haut standing à angré 9 ème"" tranche. un parking interne et sécurisé 24h/24h. les condition 6 mois de loyer mensuel 170000 francs. cel:0022548918058 ou 0022555684833 nb : les agents immobiliers doivent s'abstenir",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement de 3 pieces(location),380000.0,cocody non loin de sococe 2 plateaux,appartement,3,,2024-06-07 08:49:49,brouchard,https://annonces.abidjan.net/immobiliers/11820/details/appartement-de-3-pieces,dans les environs de sococe dans une superbe résidence bien gardée avec une accessibilité tres facile non 100 m du boulevard latirille  un superbe appartement de 3 pieces ( 2 chambres un salon )  dans un superbe peiit immeuble de un niveau les chambres sont grandes spatieuses y compris le salon résidence bien gardé. loyer 380 mille mr brouchard     tel   +225 089520444            03498262,annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cocody belle simple spacieuse vila duplex 6 pieces oferte par votre bank ou cache(location),400000.0,cocody appartements,duplex,6,,2024-06-07 08:51:59,brouchard,https://annonces.abidjan.net/immobiliers/11790/details/cocody-belle-simple-spacieuse-vila-duplex-6-pieces-oferte-par-votre-bank-ou-cache,cocody superbe villa duplex de haut standing de 4 chambres ( une au rée de chaussée et trois à l étage toutes autonomes ) des chambres grandes et très spacieuses avec placard et salle d eau . 2 salon dont un plus grand au rez de chaussée et un autre plus petits ( salon vip ) a l étage un garage de 2 voitures villa staffée vitrée carrelée avec l'eau et l'électricité déjà installées  et la clôture avec un superbe portail prix  50 millions ; 60 millions  et 75 millions contact : +225 08952044                                                                              +225 03498262,annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000006,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
villa de 4 pieces meublee(location),60000.0,cocody abidjan angre 9 em tranche star15,villa,4,,2024-06-07 08:52:39,brouchard,https://annonces.abidjan.net/immobiliers/11774/details/villa-de-4-pieces-meublee,superbe villa avec 3 chambres meubles un superbe salon avec wifi une superbe terrasse couverte bien meuble un garage d une voiture villa bien sécurisée loyer 60 milles par jour tel +22508952044                            +22503498262,annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000011,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bel appartement de 3 pièces(location),250000.0,cocody angre,appartement,3,,2024-06-07 08:56:29,ekam,https://annonces.abidjan.net/immobiliers/11616/details/bel-appartement-de-3-pieces,bel appartement de 3 pièces angre chateau.  non loin du terrain militaire prix 250 000 fcfa 2 grandes chambres autonomes un grand salon 2 balcon livraison fin septembre les réservations ont commence +225 76 41 41 59 +225 42 04 35 35 +225 04 12 79 79 +225 42 06 01 01,annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,2 et 3 pièces,401000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement de 3 pièces(location),160000.0,cocody faya,appartement,3,,2024-06-07 08:56:49,do immo,https://annonces.abidjan.net/immobiliers/11609/details/appartement-de-3-pieces,"location: faya 1er feu vers carrefour coquivoire, 3 pièces au 1er étage composer de 2 chambres dont la principale avec toilette interne, grand salon, 2 balcons ( cuisine et salon), grande cuisine.  nb: nouveau et facile d'accès.  prix: 160 000.  tel: +225 03814586",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,faya,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement de 3 pieces(location),180000.0,cocody faya,appartement,3,,2024-06-07 08:56:56,do immo,https://annonces.abidjan.net/immobiliers/11607/details/appartement-de-3-pieces,"location: faya juste dans le dos de la cité génie 2000: appartement de 3 pièces avec 2 balcons, très grand salon bien staffer, une grande cuisine très éclairer, 2 grande chambres de lit de 3 places avec des placards et dont la principale est autonome. prix: 180 milles contact: 03 81 45 86",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,faya,1,1,1,1,0,1,2 et 3 pièces,401000002,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
appartement de 4 pieces(location),250000.0,cocody riviera atoban cité abri 2000,appartement,4,,2024-06-07 09:19:48,konate,https://annonces.abidjan.net/immobiliers/11071/details/appartement-de-4-pieces,"location de plusieurs appartements haut standing de 4 pieces (3 chambres+1salon), 3 piececes(2chambre+1salon) et 2 pieces(1chambre+1salon) dans un nouvel immeuble situé a la riviera atoban  plus précisement dans la cité abri 2000.il ya un parking interne. loyer:  4pieces: 250.000/mois 3pieces:200 .000/mois 2pieces:  130.000/mois  3 mois de caution +2 mois d'avance +1mois  d'honoraire pour l'agence nb; ce sont les memes conditions pour tout le appartements 67098387",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,cocody,,1,1,1,1,0,0,4 pièces et plus,401000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
appartement de 4 pièces(location),850000.0,marcory zone 4 rue lumiere,appartement,4,,2024-06-07 09:20:43,sahco group,https://annonces.abidjan.net/immobiliers/11038/details/appartement-de-4-pieces,"zone 4 rue lumiere: ref. mar immeuble avec parking externe, interne et piscine commune : *appartement 4 pièces avec split. condition : 2+3+1 de loyer + 115.000fcfa frais et taxes du contrat de bail. loyer : 850 000 fcfa/moisx6",annonces.abidjan.net,2024-06-07,,abidjan,abidjan,abidjan,marcory,zone 4,1,1,1,1,0,1,4 pièces et plus,401000002,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
